"FileName1","FileName2","RF","CI"
"PF00066_11","PF00066_sr5",0.0297029702970297,0.168926112136748
"PF00066_11","PF00066_sr6",0.0198019801980198,0.158707559304879
"PF00066_11","PF00066_sr7",0.0297029702970297,0.164805286956339
"PF00066_11","PF00066_sr8",0.0297029702970297,0.168110570514274
"PF00066_11","PF00066_sr9",0.0297029702970297,0.160825182554734
"PF00066_2","PF00066_sc0",0.702970297029703,0.776084496170399
"PF00066_2","PF00066_sc1",0.732673267326733,0.862427985000262
"PF00066_2","PF00066_sc10",0.603960396039604,0.730399418984847
"PF00066_2","PF00066_sc11",0.574257425742574,0.719443619847154
"PF00066_2","PF00066_sc2",0.792079207920792,0.90039476766018
"PF00066_2","PF00066_sc3",0.693069306930693,0.809768959140591
"PF00066_2","PF00066_sc4",0.693069306930693,0.858181384912472
"PF00066_2","PF00066_sc5",0.663366336633663,0.779253498037731
"PF00066_2","PF00066_sc6",0.623762376237624,0.747721427871741
"PF00066_2","PF00066_sc7",0.613861386138614,0.731624501352542
"PF00066_2","PF00066_sc8",0.564356435643564,0.735041872533206
"PF00066_2","PF00066_sc9",0.564356435643564,0.725925523396765
"PF00066_2","PF00066_scovar0",0.0198019801980198,0.266071192574636
"PF00066_2","PF00066_scovar1",0,0.243041594419452
"PF00066_2","PF00066_scovar10",0.0099009900990099,0.138445026777848
"PF00066_2","PF00066_scovar11",0.0099009900990099,0.130219753957439
"PF00066_2","PF00066_scovar2",0,0.20925163267187
"PF00066_2","PF00066_scovar3",0,0.182051664990332
"PF00066_2","PF00066_scovar4",0.0099009900990099,0.161565531427059
"PF00066_2","PF00066_scovar5",0,0.14044294096744
"PF00066_2","PF00066_scovar6",0,0.137157648906532
"PF00066_2","PF00066_scovar7",0.0099009900990099,0.144763381887746
"PF00066_2","PF00066_scovar8",0.0099009900990099,0.137230201568878
"PF00066_2","PF00066_scovar9",0.0099009900990099,0.14280991704367
"PF00066_2","PF00066_sr0",0.0198019801980198,0.255846976318977
"PF00066_2","PF00066_sr1",0.0297029702970297,0.201186610166363
"PF00066_2","PF00066_sr10",0.0297029702970297,0.161640117814486
"PF00066_2","PF00066_sr11",0.0198019801980198,0.177124052088571
"PF00066_2","PF00066_sr2",0.0297029702970297,0.174328882462825
"PF00066_2","PF00066_sr3",0.0297029702970297,0.170503012297121
"PF00066_2","PF00066_sr4",0.0297029702970297,0.17661587272302
"PF00066_2","PF00066_sr5",0.0297029702970297,0.168213771947709
"PF00066_2","PF00066_sr6",0.0198019801980198,0.158731079830947
"PF00066_2","PF00066_sr7",0.0297029702970297,0.161274594242343
"PF00066_2","PF00066_sr8",0.0297029702970297,0.168661051553575
"PF00066_2","PF00066_sr9",0.0297029702970297,0.16165375255374
"PF00066_3","PF00066_sc0",0.683168316831683,0.780020929426515
"PF00066_3","PF00066_sc1",0.623762376237624,0.800031632184073
"PF00066_3","PF00066_sc10",0.653465346534653,0.75014645427061
"PF00066_3","PF00066_sc11",0.633663366336634,0.743730467448944
"PF00066_3","PF00066_sc2",0.722772277227723,0.858228441862156
"PF00066_3","PF00066_sc3",0.673267326732673,0.802102933020306
"PF00066_3","PF00066_sc4",0.742574257425743,0.862001894587107
"PF00066_3","PF00066_sc5",0.732673267326733,0.816639246554975
"PF00066_3","PF00066_sc6",0.712871287128713,0.787868043595549
"PF00066_3","PF00066_sc7",0.712871287128713,0.773826999286793
"PF00066_3","PF00066_sc8",0.663366336633663,0.773670132041135
"PF00066_3","PF00066_sc9",0.643564356435644,0.76427067385011
"PF00066_3","PF00066_scovar0",0.0099009900990099,0.265051412975429
"PF00066_3","PF00066_scovar1",0,0.247223267036947
"PF00066_3","PF00066_scovar10",0.0099009900990099,0.138202281182139
"PF00066_3","PF00066_scovar11",0.0099009900990099,0.129297450405767
"PF00066_3","PF00066_scovar2",0,0.210027950979924
"PF00066_3","PF00066_scovar3",0,0.181419029212966
"PF00066_3","PF00066_scovar4",0.0099009900990099,0.163803543828066
"PF00066_3","PF00066_scovar5",0,0.140262869053771
"PF00066_3","PF00066_scovar6",0,0.139905908958185
"PF00066_3","PF00066_scovar7",0.0099009900990099,0.14639670563531
"PF00066_3","PF00066_scovar8",0.0099009900990099,0.13604105426557
"PF00066_3","PF00066_scovar9",0.0099009900990099,0.141659701811059
"PF00066_3","PF00066_sr0",0.0198019801980198,0.257186070206711
"PF00066_3","PF00066_sr1",0.0297029702970297,0.205174353091328
"PF00066_3","PF00066_sr10",0.0297029702970297,0.161408822910454
"PF00066_3","PF00066_sr11",0.0198019801980198,0.179639432057894
"PF00066_3","PF00066_sr2",0.0297029702970297,0.175025765614409
"PF00066_3","PF00066_sr3",0.0297029702970297,0.170938495245442
"PF00066_3","PF00066_sr4",0.0297029702970297,0.17786697702823
"PF00066_3","PF00066_sr5",0.0297029702970297,0.168523003558783
"PF00066_3","PF00066_sr6",0.0198019801980198,0.161573434592268
"PF00066_3","PF00066_sr7",0.0297029702970297,0.161257461204516
"PF00066_3","PF00066_sr8",0.0297029702970297,0.167795027903606
"PF00066_3","PF00066_sr9",0.0297029702970297,0.164632239250326
"PF00066_4","PF00066_sc0",0.633663366336634,0.743836791993159
"PF00066_4","PF00066_sc1",0.623762376237624,0.777303594400644
"PF00066_4","PF00066_sc10",0.643564356435644,0.750784018844616
"PF00066_4","PF00066_sc11",0.623762376237624,0.74997938002452
"PF00066_4","PF00066_sc2",0.673267326732673,0.811250625701147
"PF00066_4","PF00066_sc3",0.683168316831683,0.798822937403001
"PF00066_4","PF00066_sc4",0.782178217821782,0.877408181062885
"PF00066_4","PF00066_sc5",0.752475247524752,0.804509091389101
"PF00066_4","PF00066_sc6",0.693069306930693,0.775034113454809
"PF00066_4","PF00066_sc7",0.693069306930693,0.79630357823958
"PF00066_4","PF00066_sc8",0.643564356435644,0.761217936687574
"PF00066_4","PF00066_sc9",0.633663366336634,0.754384304579148
"PF00066_4","PF00066_scovar0",0.0099009900990099,0.260115540486744
"PF00066_4","PF00066_scovar1",0,0.245989997209796
"PF00066_4","PF00066_scovar10",0.0099009900990099,0.141715688413916
"PF00066_4","PF00066_scovar11",0.0099009900990099,0.133651260730702
"PF00066_4","PF00066_scovar2",0,0.206096920896191
"PF00066_4","PF00066_scovar3",0,0.18361986170814
"PF00066_4","PF00066_scovar4",0.0099009900990099,0.164115867536937
"PF00066_4","PF00066_scovar5",0,0.144247575887394
"PF00066_4","PF00066_scovar6",0,0.142766537434397
"PF00066_4","PF00066_scovar7",0.0099009900990099,0.147292187339937
"PF00066_4","PF00066_scovar8",0.0099009900990099,0.140179790078584
"PF00066_4","PF00066_scovar9",0.0099009900990099,0.144989242031496
"PF00066_4","PF00066_sr0",0.0198019801980198,0.255580197724265
"PF00066_4","PF00066_sr1",0.0297029702970297,0.202962471020953
"PF00066_4","PF00066_sr10",0.0297029702970297,0.164612452876594
"PF00066_4","PF00066_sr11",0.0198019801980198,0.182654745843361
"PF00066_4","PF00066_sr2",0.0297029702970297,0.180112382562808
"PF00066_4","PF00066_sr3",0.0297029702970297,0.173130041785765
"PF00066_4","PF00066_sr4",0.0297029702970297,0.180489804696691
"PF00066_4","PF00066_sr5",0.0297029702970297,0.167724494705397
"PF00066_4","PF00066_sr6",0.0198019801980198,0.162801508524657
"PF00066_4","PF00066_sr7",0.0297029702970297,0.164550211129737
"PF00066_4","PF00066_sr8",0.0297029702970297,0.169171666679064
"PF00066_4","PF00066_sr9",0.0297029702970297,0.164963301962521
"PF00066_5","PF00066_sc0",0.613861386138614,0.738813209534498
"PF00066_5","PF00066_sc1",0.574257425742574,0.727768460782992
"PF00066_5","PF00066_sc10",0.722772277227723,0.799276272671919
"PF00066_5","PF00066_sc11",0.702970297029703,0.800049015673628
"PF00066_5","PF00066_sc2",0.623762376237624,0.75548060984133
"PF00066_5","PF00066_sc3",0.613861386138614,0.772930446418667
"PF00066_5","PF00066_sc4",0.693069306930693,0.790805544473194
"PF00066_5","PF00066_sc5",0.782178217821782,0.862685045264181
"PF00066_5","PF00066_sc6",0.782178217821782,0.828791500847317
"PF00066_5","PF00066_sc7",0.782178217821782,0.837112459298694
"PF00066_5","PF00066_sc8",0.742574257425743,0.8273902302672
"PF00066_5","PF00066_sc9",0.722772277227723,0.807040418751778
"PF00066_5","PF00066_scovar0",0.0099009900990099,0.260932430265814
"PF00066_5","PF00066_scovar1",0,0.240708595982404
"PF00066_5","PF00066_scovar10",0.0099009900990099,0.142981339379391
"PF00066_5","PF00066_scovar11",0.0099009900990099,0.131551259701978
"PF00066_5","PF00066_scovar2",0,0.199831570188869
"PF00066_5","PF00066_scovar3",0,0.174631233054024
"PF00066_5","PF00066_scovar4",0.0099009900990099,0.163044811036985
"PF00066_5","PF00066_scovar5",0,0.142636808438908
"PF00066_5","PF00066_scovar6",0,0.144381747684602
"PF00066_5","PF00066_scovar7",0.0099009900990099,0.146478978906227
"PF00066_5","PF00066_scovar8",0.0099009900990099,0.135089283011421
"PF00066_5","PF00066_scovar9",0.0099009900990099,0.141546142874314
"PF00066_5","PF00066_sr0",0.0198019801980198,0.244379055758717
"PF00066_5","PF00066_sr1",0.0297029702970297,0.205426222163074
"PF00066_5","PF00066_sr10",0.0297029702970297,0.162877055617187
"PF00066_5","PF00066_sr11",0.0198019801980198,0.176036572095883
"PF00066_5","PF00066_sr2",0.0297029702970297,0.174561576345099
"PF00066_5","PF00066_sr3",0.0297029702970297,0.171146801356439
"PF00066_5","PF00066_sr4",0.0297029702970297,0.178737898092197
"PF00066_5","PF00066_sr5",0.0297029702970297,0.167671791276621
"PF00066_5","PF00066_sr6",0.0198019801980198,0.16231858853475
"PF00066_5","PF00066_sr7",0.0297029702970297,0.162677742922821
"PF00066_5","PF00066_sr8",0.0297029702970297,0.167425346325183
"PF00066_5","PF00066_sr9",0.0297029702970297,0.164724580532761
"PF00066_6","PF00066_sc0",0.574257425742574,0.725250985790826
"PF00066_6","PF00066_sc1",0.534653465346535,0.716449356072479
"PF00066_6","PF00066_sc10",0.742574257425743,0.819149040496915
"PF00066_6","PF00066_sc11",0.712871287128713,0.805725363719581
"PF00066_6","PF00066_sc2",0.584158415841584,0.730118162145583
"PF00066_6","PF00066_sc3",0.584158415841584,0.756917699213995
"PF00066_6","PF00066_sc4",0.633663366336634,0.759256417579492
"PF00066_6","PF00066_sc5",0.772277227722772,0.85765608041392
"PF00066_6","PF00066_sc6",0.782178217821782,0.828838734491059
"PF00066_6","PF00066_sc7",0.792079207920792,0.84788129203118
"PF00066_6","PF00066_sc8",0.722772277227723,0.817732194893671
"PF00066_6","PF00066_sc9",0.722772277227723,0.804758613480957
"PF00066_6","PF00066_scovar0",0.0099009900990099,0.257693047334182
"PF00066_6","PF00066_scovar1",0,0.234090360217506
"PF00066_6","PF00066_scovar10",0.0099009900990099,0.146037267510739
"PF00066_6","PF00066_scovar11",0.0099009900990099,0.13453023474373
"PF00066_6","PF00066_scovar2",0,0.200107304549898
"PF00066_6","PF00066_scovar3",0,0.178770998804333
"PF00066_6","PF00066_scovar4",0.0099009900990099,0.165571161690802
"PF00066_6","PF00066_scovar5",0,0.146079278419357
"PF00066_6","PF00066_scovar6",0,0.146892851213599
"PF00066_6","PF00066_scovar7",0.0099009900990099,0.14898792449791
"PF00066_6","PF00066_scovar8",0.0099009900990099,0.137272323458338
"PF00066_6","PF00066_scovar9",0.0099009900990099,0.145550120595618
"PF00066_6","PF00066_sr0",0.0099009900990099,0.237628162310412
"PF00066_6","PF00066_sr1",0.0198019801980198,0.200370532616253
"PF00066_6","PF00066_sr10",0.0198019801980198,0.164581217238361
"PF00066_6","PF00066_sr11",0.0099009900990099,0.178436447055506
"PF00066_6","PF00066_sr2",0.0198019801980198,0.169330665802088
"PF00066_6","PF00066_sr3",0.0198019801980198,0.168485430844073
"PF00066_6","PF00066_sr4",0.0198019801980198,0.177685753253685
"PF00066_6","PF00066_sr5",0.0198019801980198,0.169649181539929
"PF00066_6","PF00066_sr6",0.0099009900990099,0.161894390365431
"PF00066_6","PF00066_sr7",0.0198019801980198,0.163685139405125
"PF00066_6","PF00066_sr8",0.0198019801980198,0.16844536189648
"PF00066_6","PF00066_sr9",0.0198019801980198,0.164912374147599
"PF00066_7","PF00066_sc0",0.554455445544555,0.706997651292769
"PF00066_7","PF00066_sc1",0.514851485148515,0.709885059566174
"PF00066_7","PF00066_sc10",0.742574257425743,0.797193063031588
"PF00066_7","PF00066_sc11",0.683168316831683,0.766350747781394
"PF00066_7","PF00066_sc2",0.564356435643564,0.727199937243208
"PF00066_7","PF00066_sc3",0.584158415841584,0.752899233511493
"PF00066_7","PF00066_sc4",0.613861386138614,0.7687234462488
"PF00066_7","PF00066_sc5",0.782178217821782,0.843713162731095
"PF00066_7","PF00066_sc6",0.801980198019802,0.817596401115291
"PF00066_7","PF00066_sc7",0.811881188118812,0.84052048627366
"PF00066_7","PF00066_sc8",0.742574257425743,0.808830573608361
"PF00066_7","PF00066_sc9",0.732673267326733,0.789909207841341
"PF00066_7","PF00066_scovar0",0.0099009900990099,0.261053032826785
"PF00066_7","PF00066_scovar1",0,0.238377877793109
"PF00066_7","PF00066_scovar10",0.0099009900990099,0.145238349986189
"PF00066_7","PF00066_scovar11",0.0099009900990099,0.131787467145826
"PF00066_7","PF00066_scovar2",0,0.198068259271921
"PF00066_7","PF00066_scovar3",0,0.178332915194546
"PF00066_7","PF00066_scovar4",0.0099009900990099,0.170345688092693
"PF00066_7","PF00066_scovar5",0.0099009900990099,0.150810351451949
"PF00066_7","PF00066_scovar6",0.0099009900990099,0.151171356646195
"PF00066_7","PF00066_scovar7",0.0099009900990099,0.153050551961374
"PF00066_7","PF00066_scovar8",0.0099009900990099,0.143159275021214
"PF00066_7","PF00066_scovar9",0.0099009900990099,0.145343610884956
"PF00066_7","PF00066_sr0",0.0099009900990099,0.245239010122808
"PF00066_7","PF00066_sr1",0.0198019801980198,0.205972996379542
"PF00066_7","PF00066_sr10",0.0198019801980198,0.169362836658223
"PF00066_7","PF00066_sr11",0.0099009900990099,0.182590851279495
"PF00066_7","PF00066_sr2",0.0198019801980198,0.175343621022318
"PF00066_7","PF00066_sr3",0.0198019801980198,0.171272797803062
"PF00066_7","PF00066_sr4",0.0198019801980198,0.181025253011885
"PF00066_7","PF00066_sr5",0.0198019801980198,0.173487706551929
"PF00066_7","PF00066_sr6",0.0099009900990099,0.167277710771081
"PF00066_7","PF00066_sr7",0.0198019801980198,0.166865378966534
"PF00066_7","PF00066_sr8",0.0198019801980198,0.171585197979896
"PF00066_7","PF00066_sr9",0.0198019801980198,0.169760655524673
"PF00066_8","PF00066_sc0",0.574257425742574,0.715976626741927
"PF00066_8","PF00066_sc1",0.554455445544555,0.715163507356815
"PF00066_8","PF00066_sc10",0.732673267326733,0.799628655776461
"PF00066_8","PF00066_sc11",0.663366336633663,0.76799846052381
"PF00066_8","PF00066_sc2",0.584158415841584,0.737942952473027
"PF00066_8","PF00066_sc3",0.594059405940594,0.736079754826398
"PF00066_8","PF00066_sc4",0.613861386138614,0.758235530861029
"PF00066_8","PF00066_sc5",0.732673267326733,0.792597915145273
"PF00066_8","PF00066_sc6",0.772277227722772,0.816167903305562
"PF00066_8","PF00066_sc7",0.762376237623762,0.841300083855741
"PF00066_8","PF00066_sc8",0.702970297029703,0.811840416572258
"PF00066_8","PF00066_sc9",0.702970297029703,0.789924436889615
"PF00066_8","PF00066_scovar0",0.0099009900990099,0.270555495587022
"PF00066_8","PF00066_scovar1",0,0.245621294829345
"PF00066_8","PF00066_scovar10",0.0099009900990099,0.146468645855706
"PF00066_8","PF00066_scovar11",0.0099009900990099,0.131988404259237
"PF00066_8","PF00066_scovar2",0,0.204209210622757
"PF00066_8","PF00066_scovar3",0,0.180331899725051
"PF00066_8","PF00066_scovar4",0.0099009900990099,0.172006523246286
"PF00066_8","PF00066_scovar5",0.0099009900990099,0.151186745419223
"PF00066_8","PF00066_scovar6",0.0099009900990099,0.149475684051589
"PF00066_8","PF00066_scovar7",0.0099009900990099,0.15243406794121
"PF00066_8","PF00066_scovar8",0.0099009900990099,0.140925800423246
"PF00066_8","PF00066_scovar9",0.0099009900990099,0.144139614028028
"PF00066_8","PF00066_sr0",0.0099009900990099,0.252135961994977
"PF00066_8","PF00066_sr1",0.0198019801980198,0.209833885131045
"PF00066_8","PF00066_sr10",0.0198019801980198,0.168697485494474
"PF00066_8","PF00066_sr11",0.0099009900990099,0.180951377937449
"PF00066_8","PF00066_sr2",0.0198019801980198,0.181998638135834
"PF00066_8","PF00066_sr3",0.0198019801980198,0.175624937591336
"PF00066_8","PF00066_sr4",0.0198019801980198,0.181295236969351
"PF00066_8","PF00066_sr5",0.0198019801980198,0.174535859391346
"PF00066_8","PF00066_sr6",0.0099009900990099,0.167005329782351
"PF00066_8","PF00066_sr7",0.0198019801980198,0.169651039156632
"PF00066_8","PF00066_sr8",0.0198019801980198,0.17308994677262
"PF00066_8","PF00066_sr9",0.0198019801980198,0.168429379694216
"PF00066_9","PF00066_sc0",0.584158415841584,0.728149794051011
"PF00066_9","PF00066_sc1",0.574257425742574,0.73991916012188
"PF00066_9","PF00066_sc10",0.752475247524752,0.803062119315155
"PF00066_9","PF00066_sc11",0.702970297029703,0.779094072807424
"PF00066_9","PF00066_sc2",0.623762376237624,0.76686600224118
"PF00066_9","PF00066_sc3",0.633663366336634,0.768844306165115
"PF00066_9","PF00066_sc4",0.643564356435644,0.771548199366426
"PF00066_9","PF00066_sc5",0.782178217821782,0.815349998977175
"PF00066_9","PF00066_sc6",0.762376237623762,0.797882764435042
"PF00066_9","PF00066_sc7",0.752475247524752,0.806559897953568
"PF00066_9","PF00066_sc8",0.693069306930693,0.778288188287948
"PF00066_9","PF00066_sc9",0.712871287128713,0.774338225777103
"PF00066_9","PF00066_scovar0",0.0099009900990099,0.267145163483051
"PF00066_9","PF00066_scovar1",0,0.245257001510751
"PF00066_9","PF00066_scovar10",0.0099009900990099,0.147282439204691
"PF00066_9","PF00066_scovar11",0.0099009900990099,0.134060444422455
"PF00066_9","PF00066_scovar2",0,0.206573490801551
"PF00066_9","PF00066_scovar3",0,0.179086995665089
"PF00066_9","PF00066_scovar4",0.0099009900990099,0.167890102622213
"PF00066_9","PF00066_scovar5",0,0.147957269828294
"PF00066_9","PF00066_scovar6",0,0.147065163600993
"PF00066_9","PF00066_scovar7",0.0099009900990099,0.151237468155622
"PF00066_9","PF00066_scovar8",0.0099009900990099,0.141742557293948
"PF00066_9","PF00066_scovar9",0.0099009900990099,0.145607901428981
"PF00066_9","PF00066_sr0",0.0198019801980198,0.256795896379888
